timestamp,userName,requestedTemp,objectiveTemp,numUsers,numHappyUsers,distanceToBeacon,inside,lastNumberOfBeeps,lastCalculatedWeight
15:43:23,felipe,20,20,1,1,-1.00,false,3,0.3
15:43:43,felipe,20,20,1,1,1.20,true,3,0.98
15:43:45,Lucia,25,22.5,2,0,1.13,true,3,0.98
15:43:45,Lucia,25,22.5,2,0,1.13,true,3,0.98
15:43:54,Maria ,26,23.68,3,1,0.51,true,3,1
15:44:24,felipe,20,23.22,3,1,1.20,true,3,0.98
15:44:26,Lucia,25,23.42,3,1,1.13,true,3,0.98
15:44:30,Maria ,26,23.68,3,1,0.51,true,3,1
15:44:59,ale,21,23.44,4,1,-1.00,false,3,0.3
15:45:06,ale,21,23.01,4,1,0.19,true,3,1
15:45:23,Lucia,25,23.16,4,1,1.99,true,3,0.92
15:45:24,felipe,20,22.89,4,1,1.27,true,3,0.97
15:45:25,Maria ,26,23.15,4,1,0.51,true,3,1
15:46:00,ale,21,22.98,4,1,0.19,true,3,1
15:46:23,Lucia,25,23.17,4,1,1.86,true,3,0.93
15:46:24,felipe,20,22.89,4,1,1.27,true,3,0.97
15:46:24,Maria ,26,23.15,4,1,0.85,true,3,1
15:46:59,ale,21,22.99,4,1,0.28,true,3,1
15:47:24,Maria ,26,23.29,4,1,0.61,true,3,1
15:47:26,Lucia,25,23.43,4,1,1.86,true,3,0.93
15:47:35,felipe,20,23.13,4,1,0.97,true,3,1
15:48:00,ale,21,22.96,4,1,0.28,true,3,1
15:48:23,Lucia,25,23.14,4,1,2.20,true,3,0.91
15:48:24,felipe,20,22.85,4,1,1.02,true,3,1
15:48:25,Maria ,26,23.12,4,1,0.61,true,3,1
15:48:58,Maria ,26,23.12,4,1,0.61,true,3,1
15:49:23,Lucia,25,23.47,4,1,2.20,true,3,0.91
15:49:24,felipe,20,23.11,4,1,1.02,true,3,1
15:49:26,ale,21,22.7,4,1,0.51,true,3,1
15:50:24,Maria ,26,23.25,4,1,1.02,true,3,1
15:50:26,Lucia,25,23.38,4,1,3.02,true,3,0.87
15:50:40,ale,21,23.18,4,1,0.43,true,3,1
15:50:58,felipe,20,22.94,4,1,1.07,true,3,0.99
15:51:23,Lucia,25,23.13,4,1,2.62,true,3,0.89
15:51:26,ale,21,22.94,4,1,0.43,true,3,1
15:51:28,felipe,20,22.7,4,1,1.07,true,3,0.99
15:51:29,Maria ,26,22.94,4,1,1.13,true,3,0.98
15:51:55,Maria ,26,22.94,4,1,1.13,true,3,0.98
15:52:24,felipe,20,22.64,4,1,0.97,true,3,1
15:52:26,ale,21,22.49,4,1,0.51,true,3,1
15:52:26,Lucia,25,22.68,4,1,2.62,true,3,0.89
15:52:55,Maria ,26,22.93,4,1,1.17,true,3,0.98
15:53:23,Lucia,25,23.16,4,1,1.35,true,3,0.96
15:53:34,ale,21,22.96,4,1,0.51,true,3,1
15:54:08,felipe,20,22.18,4,1,0.72,true,3,1
15:54:24,felipe,20,22.18,4,1,0.72,true,3,1
15:54:24,Maria ,26,22.85,4,1,3.25,true,3,0.86
15:54:25,ale,21,22.7,4,1,0.51,true,3,1
15:54:29,Lucia,25,22.87,4,1,1.35,true,3,0.96
15:55:23,Lucia,25,23.06,4,1,1.74,true,3,0.93
15:55:24,felipe,20,22.77,4,1,0.97,true,3,1
15:55:24,Maria ,26,23.01,4,1,3.25,true,3,0.86
15:55:25,ale,21,22.85,4,1,0.17,true,3,1
15:56:23,Lucia,25,23.06,4,1,1.74,true,3,0.93
15:56:24,Maria ,26,23.29,4,1,3.49,true,3,0.86
15:56:27,ale,21,23.1,4,1,0.17,true,3,1
15:56:48,felipe,20,22.85,4,1,0.72,true,3,1
15:57:24,Maria ,26,23.16,4,1,2.62,true,3,0.89
15:57:26,Lucia,25,23.3,4,1,2.28,true,3,0.9
15:57:26,ale,21,23.11,4,1,0.51,true,3,1
15:57:34,felipe,20,22.86,4,1,0.72,true,3,1
15:58:23,Lucia,25,23.08,4,1,1.63,true,3,0.94
15:58:24,felipe,20,22.8,4,1,0.72,true,3,1
15:58:24,Maria ,26,23.04,4,1,2.62,true,3,0.89
15:58:25,ale,21,22.88,4,1,0.51,true,3,1
15:59:14,Maria ,26,23.16,4,1,2.62,true,3,0.89
15:59:23,Lucia,25,23.33,4,1,1.63,true,3,0.94
15:59:26,ale,21,23.13,4,1,0.51,true,3,1
15:59:35,felipe,20,22.88,4,1,0.72,true,3,1
15:59:55,Maria ,26,22.89,4,1,2.28,true,3,0.9
16:00:26,ale,21,22.7,4,1,0.30,true,3,1
16:00:26,Lucia,25,22.89,4,1,1.86,true,3,0.93
16:00:33,felipe,20,22.65,4,1,0.85,true,3,1
16:01:23,Lucia,25,22.68,4,1,1.86,true,3,0.93
16:01:24,felipe,20,22.4,4,1,0.85,true,3,1
16:01:27,ale,21,22.27,4,1,0.30,true,3,1
16:01:29,Maria ,26,22.88,4,1,2.62,true,3,0.89
16:02:24,Maria ,26,23.16,4,1,2.62,true,3,0.89
16:02:26,Lucia,25,23.3,4,1,2.28,true,3,0.9
16:02:26,ale,21,23.11,4,1,0.51,true,3,1
16:02:35,felipe,20,22.86,4,1,0.97,true,3,1
16:03:24,felipe,20,22.57,4,1,0.51,true,3,1
16:03:24,Maria ,26,22.8,4,1,4.02,true,3,0.84
16:03:25,ale,21,22.65,4,1,0.51,true,3,1
16:03:26,Lucia,25,22.84,4,1,1.74,true,3,0.93
16:04:23,Lucia,25,23.04,4,1,1.74,true,3,0.93
16:04:24,felipe,20,22.76,4,1,0.51,true,3,1
16:04:24,Maria ,26,23.07,4,1,1.74,true,3,0.93
16:04:26,ale,21,22.91,4,1,0.25,true,3,1
16:05:13,Maria ,26,23.2,4,1,1.74,true,3,0.93
16:05:23,Lucia,25,23.33,4,1,2.45,true,3,0.89
16:05:26,ale,21,23.13,4,1,0.25,true,3,1
16:05:54,Maria ,26,23.19,4,1,0.43,true,3,1
16:05:58,felipe,20,22.94,4,1,0.51,true,3,1
16:06:24,felipe,20,22.65,4,1,0.51,true,3,1
16:06:25,ale,21,22.5,4,1,0.43,true,3,1
16:06:26,Lucia,25,22.69,4,1,2.45,true,3,0.89
16:06:54,Maria ,26,22.94,4,1,0.43,true,3,1
16:07:23,Lucia,25,23.13,4,1,2.28,true,3,0.9
16:07:24,felipe,20,22.85,4,1,0.51,true,3,1
16:07:25,ale,21,22.69,4,1,0.22,true,3,1
16:07:54,Maria ,26,22.95,4,1,0.43,true,3,1
16:08:23,Lucia,25,23.13,4,1,2.62,true,3,0.89
16:08:24,felipe,20,22.84,4,1,0.51,true,3,1
16:08:25,ale,21,22.69,4,1,0.22,true,3,1
16:09:24,felipe,20,22.14,4,1,0.51,true,3,1
16:09:26,Lucia,25,22.4,4,1,2.62,true,3,0.89
16:09:27,ale,21,22.27,4,1,0.17,true,3,1
